"SUID","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient","Type"
"802","3.80595447","1.0E-8","0.26274618","0.0","3","5","false","莫梅卿","68.0","3","0","0","0.43880911","false","0","莫梅卿","6","1.0","PERSON"
"803","3.48091068","7.21E-6","0.28728114","0.0","3","4","false","莫子","196.33333333","3","0","0","0.50381786","false","0","莫子","4142","0.36994949","PERSON"
"804","3.24553415","6.693E-5","0.30811569","0.0","5","4","false","莘陳","245.4","5","0","0","0.55089317","false","0","莘陳","186596","0.28352668","PERSON"
"805","3.73870403","2.34E-6","0.26747236","0.0","6","4","false","莊經","67.16666667","6","0","0","0.45225919","false","0","莊經","1150","0.42144374","PERSON"
"806","3.40525394","5.28E-5","0.29366386","0.0","3","4","false","莊祖苓","265.66666667","3","0","0","0.51894921","false","0","莊祖苓","56630","0.41614256","PERSON"
"807","3.40385289","8.251E-5","0.29378473","0.0","5","4","false","莊百","166.4","5","0","0","0.51922942","false","0","莊百","98722","0.26006289","PERSON"
"808","3.81295972","7.4E-7","0.26226346","0.0","6","5","false","莊哲","35.83333333","6","0","0","0.43740806","false","0","莊哲","260","0.64506173","PERSON"
"809","3.72539405","3.01E-6","0.26842798","0.0","7","5","false","荀伯七","59.0","7","0","0","0.45492119","false","0","荀伯七","1722","0.3258427","PERSON"
"810","3.84098074","4.0E-8","0.26035017","0.0","3","5","false","范東生","18.0","3","0","0","0.43180385","false","0","范東生","6","1.0","PERSON"
"811","3.6910683","5.2835E-4","0.27092427","0.0","9","4","false","范春谷","67.44444444","9","0","0","0.46178634","false","0","范春谷","157978","0.2992993","PERSON"
"812","3.7267951","2.35E-6","0.26832707","0.0","5","5","false","范少山五","73.2","5","0","0","0.45464098","false","0","范少山五","3284","0.40561798","PERSON"
"813","3.20910683","0.00579868","0.31161318","0.0","25","4","false","范少","48.68","25","0","0","0.55817863","false","0","范少","824350","0.05333333","PERSON"
"814","3.81716287","2.34E-6","0.26197467","0.0","13","5","false","范大","25.38461538","13","0","0","0.43656743","false","0","范大","588","0.59474672","PERSON"
"815","3.71208406","6.32E-6","0.26939045","0.0","6","4","false","范回","91.83333333","6","0","0","0.45758319","false","0","范回","7580","0.46581197","PERSON"
"816","3.67425569","0.0","0.27216397","0.0","1","5","false","范伯森","258.0","1","0","0","0.46514886","false","0","范伯森","0","0.0","PERSON"
"817","3.44028021","0.0","0.290674","0.0","1","4","false","茂陸","589.0","1","0","0","0.51194396","false","0","茂陸","0","0.0","PERSON"
"818","3.78774081","1.73E-6","0.26400962","0.0","4","5","false","茂洋五十","49.5","4","0","0","0.44245184","false","0","茂洋五十","1660","0.52717391","PERSON"
"819","3.82837128","0.0","0.26120769","0.0","1","5","false","茂泉","38.0","1","0","0","0.43432574","false","0","茂泉","0","0.0","PERSON"
"820","3.82837128","1.2E-7","0.26120769","0.0","2","5","false","茂如","27.5","2","0","0","0.43432574","false","0","茂如","40","0.73611111","PERSON"
"821","3.67425569","0.0","0.27216397","0.0","1","5","false","茂卿","258.0","1","0","0","0.46514886","false","0","茂卿","0","0.0","PERSON"
"822","3.80525394","1.0E-8","0.26279455","0.0","3","5","false","英錢","69.0","3","0","0","0.43894921","false","0","英錢","6","1.0","PERSON"
"823","3.48231173","2.3E-6","0.28716556","0.0","2","4","false","英邀","278.5","2","0","0","0.50353765","false","0","英邀","1036","0.52656546","PERSON"
"824","3.43887916","1.83E-5","0.29079242","0.0","3","4","false","英與","203.0","3","0","0","0.51222417","false","0","英與","2394","0.34353741","PERSON"
"825","3.83187391","1.48E-6","0.26096892","0.0","4","4","false","英皇","11.25","4","0","0","0.43362522","false","0","英皇","156","0.39423077","PERSON"
"826","3.76882662","6.8E-7","0.26533457","0.0","2","5","false","英楊","69.5","2","0","0","0.44623468","false","0","英楊","212","0.5661157","PERSON"
"827","3.81225919","0.0","0.26231165","0.0","1","5","false","英劉","61.0","1","0","0","0.43754816","false","0","英劉","0","0.0","PERSON"
